32424.05813	7769.608417
9.3527E+11	-961099.4087
4261471.174	-134.7217238
1314633.627	-134.7217238
1128298.584	-134.7217238
55041569.08	-134.7217238
345844.0895	-134.7217238
134435.2598	-134.7217238
13692952.91	-134.7217238
37923501.75	-134.7217238
47933596.05	-134.7217238
23804060.81	-134.7217238
5046719.732	-134.7217238
41234824.88	-134.7217238
15945426.29	-134.7217238
39841208.5	-134.7217238
2245510.505	-134.7217238
16708386.65	-134.7217238
3056570.278	-134.7217238
50410643.89	-134.7217238
18760274.81	-134.7217238
27103551.02	-134.7217238
33840241.51	-134.7217238
41709157.33	-134.7217238
14982705.96	-134.7217238
27854943.29	-134.7217238
12603815.86	-134.7217238
24086084.39	-134.7217238
13606723.82	-134.7217238
1617731.683	-134.7217238
7249058.727	-134.7217238
42046654.22	-134.7217238
59465064.56	-134.7217238
28015081.12	-134.7217238
60833202.33	-134.7217238
42194045.56	-134.7217238
46133430.33	-134.7217238
30330649	-134.7217238
30766759.04	-134.7217238
29326188.67	-134.7217238
1505616.136	-134.7217238
5577488.002	-134.7217238
17694122.75	-134.7217238
59731928.37	-134.7217238
3473614.759	-134.7217238
23439655.4	-134.7217238
54424454.56	-134.7217238
23337257.79	-134.7217238
17972289.11	-134.7217238
33917324.24	-134.7217238
20036194.75	-134.7217238
49279117.11	-134.7217238
28718242.34	-134.7217238
1549368.729	-134.7217238
41706114.67	-134.7217238
30978974.88	-134.7217238
38446519.57	-134.7217238
293109.0841	-134.7217238
2627175.766	-134.7217238
45870926.52	-134.7217238
24271700.84	-134.7217238
3899308.299	-134.7217238
1356429.651	-134.7217238
1081128.034	-134.7217238
13259642.7	-134.7217238
1126989.32	-134.7217238
52147766.12	-134.7217238
4475658.981	-134.7217238
54058661.35	-134.7217238
6842080.674	-134.7217238
5342925.482	-134.7217238
30661212.16	-134.7217238
20865947.57	-134.7217238
33569526.21	-134.7217238
32297628.73	-134.7217238
10981530.62	-134.7217238
6635796.176	-134.7217238
6419526.826	-134.7217238
52716484.9	-134.7217238
33488237.67	-134.7217238
33613408.69	-134.7217238
356942.9078	-134.7217238
143009.1484	-134.7217238
66832269.89	-134.7217238
41175541.74	-134.7217238
40952941.95	-134.7217238
18272863.44	-134.7217238
4750135.313	-134.7217238
14753964.49	-134.7217238
46596.8485	-134.7217238
1867412.258	-134.7217238
54614785.21	-134.7217238
20021873.83	-134.7217238
580203.812	-134.7217238
64857319.84	-134.7217238
5497296.223	-134.7217238
30677144.59	-134.7217238
41947509.23	-134.7217238
25712644.65	-134.7217238
16053258.6	-134.7217238
